hypodensity,suggestive_of,lacune
blood,located_at,ventricles
clear,modify,sphenoid
symmetric,modify,prominence
moderate,modify,ventriculomegaly
limited,modify,examination
symmetric,modify,globes
minimal,modify,fluid
effacement,located_at,quadrigeminal plate cistern
hypoattenuation,suggestive_of,microvascular ischemic disease
moderately,modify,prominent
notable,modify,orbits
prominent,modify,cisterns
fracture,located_at,calvarium
mild,modify,calcifications
small,modify,encephalomalacia
additional fractures,modify,fractures
mild,modify,ventriculomegaly
patent,modify,cisterns
effaced,modify,sulci
unchanged,modify,meningioma
bilaterally,modify,orbits
moderate,modify,hypodensities
mild,modify,calcification
sulci,modify,caliber
unchanged,modify,dilatation
atrophy,located_at,cerebellum
unremarkable,modify,mastoids
normal in size,modify,sulci
mild,modify,hydrocephalus
stable,modify,infarct
similar,modify,ventricles
new,modify,mass
effacement,located_at,quadrigeminal cistern
intact,modify,imaged osseous structures
ventricles,modify,caliber
calcifications,located_at,internal carotid arteries
stable in configuration,modify,ventricles
subtle,modify,hypodensity
unchanged,modify,lacune
unchanged,modify,ex vacuo dilatation
not significantly changed,modify,ventricles
intact,modify,globe
extensive,modify,encephalomalacia
small,modify,blood
persistent,modify,edema
resection,located_at,meningioma
stable,modify,opacification
unchanged,modify,fracture
calcifications,located_at,cavernous portions
imaged portions,modify,globes
enlargement,located_at,sulci
unchanged,modify,fluid
overall size,modify,ventricles
hypodensities,suggestive_of,microangiopathy
patent,modify,foramen magnum
decreased,modify,ventricles
small,modify,laceration
prominent,modify,cisterna magna
large,modify,hypodensity
evolution,modify,blood products
bilateral,modify,calcifications
encephalomalacia,suggestive_of,infarction
slight,modify,prominence
acute,modify,ischemia
patent,modify,quadrigeminal plate cistern
hemorrhage,located_at,brain
stable,modify,size
effacement,located_at,ventricles
minimal,modify,effacement
unchanged,modify,white matter hypodensities
unchanged,modify,osteoma
degraded,modify,motion
ex vacuo dilatation,located_at,ventricles
hypodensity,located_at,pons
new,modify,territorial infarct
imaged portions,modify,orbits
stable,modify,edema
bilateral,modify,opacification
mildly,modify,degraded
coiling,modify,aneurysm
unchanged,modify,deformity
resolved,modify,blood products
extensive,modify,opacification
unchanged,modify,blood
blood,located_at,fourth ventricle
small,modify,calcification
normal,modify,fourth ventricle
cavum septum pellucidum et vergae,modify,cavum septum pellucidum
cavum septum pellucidum,modify,cavum septum pellucidum et vergae
unchanged,modify,unchanged from prior
unchanged from prior,modify,unchanged
somewhat limited,modify,motion
chronic,modify,white matter hypodensities
sulci,modify,configuration
large,modify,major vascular territory infarction
somewhat prominent,modify,ventricles
direct communication,modify,referring provider
calcified,modify,meningioma
decreased,modify,hemorrhage
position,modify,sulci
preserved,modify,gray and white matter differentiation
proportional,modify,ventricles
bilaterally,modify,sulci
small,modify,ventricles
underpneumatized,modify,mastoids
demineralized,modify,bones
proportional,modify,sulci
minimal,modify,pneumocephalus
small,modify,infarct
stably prominent,modify,ventricles
ventricles,located_at,sulci
normal,modify,brain
moderate,modify,calcifications
ventricles,modify,configuration
unchanged,modify,hydrocephalus
opacification,modify,bilaterally
clear,modify,remainder
hematoma,located_at,vertex
stably prominent,modify,sulci
unchanged,modify,atrophy
opacification,suggestive_of,intubation
chronic,modify,microvascular infarcts
decreased,modify,density
acute,modify,acute major vascular territorial infarct
normal,modify,white matter
recent,modify,territorial infarction
unchanged,modify,brain
unchanged,modify,appearance
normal,modify,contour
near complete opacification,modify,opacification
persistent,modify,hypodensity
persistent,modify,pneumocephalus
symmetric,modify,conus
hypodensity,suggestive_of,microvascular infarction
fluid,suggestive_of,intubation
preserved,modify,quadrigeminal cisterns
layering,modify,blood products
similar,modify,sulci
partial,modify,opacification
mildly,modify,sulci
bilaterally,modify,partially opacified
bilaterally,modify,ventricles
not significantly changed,modify,hemorrhage
position,modify,ventricles
extensive,modify,white matter hypodensities
small,modify,lipoma
larger,modify,ventricles
stable,modify,pneumocephalus
mild,modify,hyperostosis frontalis interna
acute,modify,intracranial processes
stable,modify,dilatation
evolving,modify,hematoma
significant,modify,hemorrhage
within normal limits,modify,cisterns
differentiation,modify,white matter
white matter hypodensities,suggestive_of,microvascular ischemic disease
essentially clear,modify,imaged paranasal sinuses
fractures,located_at,calvarial
deviated,located_at,right
acute,modify,masses
chronic,modify,microvascular infarct
moderate,modify,dilation
no change,modify,ventricles
clear,modify,frontal
worsening,modify,hydrocephalus
edema,located_at,hemorrhage
bilateral,modify,calcification
hyperdensity,suggestive_of,calcification
extensive,modify,calcification
mild,modify,asymmetry
increased,modify,hemorrhage
persistent,modify,cavum septum pellucidum
increased,modify,edema
calcification,located_at,falx
hypodensity,located_at,corona radiata
chronic,modify,hygroma
bilaterally,modify,underpneumatized
hematoma,located_at,periorbital
stable in size,modify,ventricles
hypodensities,located_at,cerebellum
unchanged,modify,lesion
fracture,located_at,skull
mildly,modify,effaced
high,modify,stroke
hemorrhage,located_at,tentorium
hypodensity,suggestive_of,microvascular ischemia
compression,located_at,fourth ventricle
nondisplaced,modify,fracture
unchanged in configuration,modify,sulci
normal in appearance,modify,orbits
shift,located_at,right
notable,modify,globes
attenuation,modify,white matter
preserved,modify,differentiation
small,modify,polyp
overall configuration,modify,sulci
sulci,located_at,vertex
hyperdensity,suggestive_of,artifact
obvious fracture,modify,fracture
unchanged,modify,blood products
slight,modify,effacement
extensive,modify,edema
acute,modify,blood
tip,located_at,ventricle
unchanged in configuration,modify,ventricles
decreased in size,modify,ventricles
large,modify,territorial acute infarction
appearance,modify,cisterns
hypoattenuation,located_at,subcortical
stable,modify,ex vacuo dilatation
opacification,located_at,ethmoid
clear,modify,paranasal
layering,modify,blood
edema,located_at,brain
normal,modify,caliber
age,modify,sulci
unchanged,modify,cisterna magna
evolving,modify,blood products
mild,modify,compression
encephalomalacia,located_at,bifrontal
hyperdensity,located_at,sulci
acute,modify,territorial infarctionhemorrhage
mild,modify,microvascular ischemic disease
significant,modify,herniation
persistent,modify,ventriculomegaly
effaced,located_at,fourth ventricle
extensive,modify,pneumocephalus
unchanged,modify,collection
ventriculomegaly,suggestive_of,normal pressure hydrocephalus
severe,modify,ventriculomegaly
evolving,modify,encephalomalacia
patent,modify,quadrigeminal cisterns
course,modify,sulci
left,modify,opacification
hyperdensity,located_at,falx
opacification,located_at,nasopharynx
dilatation,located_at,sulci
within normal limits,modify,globes
small,modify,retention cyst
pneumocephalus,modify,resolved
normal appearing,modify,orbits
bilaterally,modify,hypodensities
calcifications,located_at,carotid siphon
opacification,located_at,right
large,modify,laceration
normal,modify,cerebellum
recent,modify,hemorrhage
stable,modify,calcification
calcification,located_at,carotid siphon
resection,located_at,mass
course,modify,ventricles
bilateral,modify,concha bullosa
hypodensity,located_at,cortex
infarct,located_at,corona radiata
unchanged,modify,mass
calcification,located_at,cavernous segments
unchanged,modify,opacified
new major vascular territorial infarction,modify,major vascular territorial infarction
laceration,located_at,vertex
intact,modify,bones
mildly,modify,limited
extent,modify,hemorrhage
moderate,modify,calcification
dilated,modify,sulci
mild,modify,atrophy
remarkable,modify,orbits
extensive,modify,calcifications
similar in size,modify,ventricles
blood products,located_at,ventricles
obvious masses,modify,masses
hypodensities,located_at,centrum semiovale
stable in appearance,modify,ventricles
bilaterally,modify,lenses
large,modify,pneumocephalus
widening,modify,sulci
small,modify,contusion
chronic,modify,defect
improved,modify,effacement
asymmetry,suggestive_of,congenital
stable,modify,hydrocephalus
hyperdensity,suggestive_of,blood products
prominence,modify,cisterna magna
opacification,located_at,sphenoid
replaced,modify,lenses
quite prominent,modify,ventricles
intact,modify,sinuses
opacification,located_at,mastoids
bilaterally,modify,mastoids
unchanged,modify,contour
mild,modify,encephalomalacia
increasing,modify,hemorrhage
bilateral,modify,carotid siphon
within normal limits,modify,bones
hemorrhage,located_at,intracranial
suboptimal,modify,examination
not changed,modify,ventricles
layering,modify,fluid
new,modify,infarction
unchanged,modify,degree
blood products,located_at,fourth ventricle
clear,modify,mastoid air spaces
ex vacuo dilatation,located_at,atrium
unchanged in size,modify,ventricles
normal,modify,imaged paranasal sinuses
stable,modify,fracture
increase,modify,sulci
intact,modify,lamina papyracea
scattered,modify,opacified
unchanged,modify,overall appearance
hemorrhage,located_at,pons
age,modify,ventricles
proportionally prominent,modify,sulci
unchanged,modify,compression
quite prominent,modify,sulci
patent,modify,sulci
large,modify,territorial infarctionhemorrhage
calcifications,located_at,dentate nuclei
pneumocephalus,modify,decreased
clipping,modify,aneurysm
symmetric,modify,cisterns
prominence,located_at,cisterns
stable,modify,blood
decrease,modify,pneumocephalus
large,modify,territorial ischemic infarction
intact,modify,zygomatic arches
osteoma,located_at,outer table
subtle,modify,hyperdensity
stable,modify,meningioma
chronic,modify,microvascular disease
hypodensity,located_at,putamen
unremarkable,modify,imaged orbits
mild,modify,fluid
partially visualized,modify,nasoenteric tube
mild,modify,hypoattenuation
stable,modify,fourth ventricle
partially calcified,modify,meningioma
hemorrhage,located_at,falx
small,modify,edema
some opacification,modify,opacification
additional hemorrhage,modify,hemorrhage
small,modify,sulci
large,modify,territorial infarcts
hypodensities,located_at,internal capsule
mass,suggestive_of,meningioma
asymmetry,modify,ventricles
unchanged,modify,enlargement
density,modify,hemorrhage
prominent,modify,adenoids
unremarkable,modify,sinuses
more prominent,modify,ventricles
stable,modify,calcifications
overall configuration,modify,ventricles
edema,located_at,intracranial
tip,located_at,midline
chronic,modify,hematoma
right,modify,opacification
acute major vascular territorial infarct,modify,major vascular territorial infarct
redemonstration,modify,encephalomalacia
unchanged,modify,hypoattenuation
new,modify,major vascular territorial infarction
proportionally prominent,modify,ventricles
small,modify,blood products
tiny,modify,hypodensity
motion,located_at,skullbase
tiny,modify,hemorrhage
additional fracture,modify,fracture
stable,modify,hyperdensity
limited,modify,artifact
lesion,suggestive_of,meningioma
persistent,modify,fluid
smaller,modify,hematoma
abnormality,modify,ventricles
unchanged,modify,orbits
mild,modify,indentation
fracture,located_at,foramen magnum
stable,modify,lesion
moderate,modify,microvascular ischemic disease
ex vacuo dilatation,suggestive_of,encephalomalacia
continued,modify,effacement
normal,modify,attenuation
ventriculomegaly,located_at,sulci
acute,modify,pathology
infarct,located_at,internal capsule
moderate,modify,hydrocephalus
clinical concern,modify,infarction
moderately,modify,degraded
hemorrhage,located_at,operative bed
deep,modify,white matter hypodensities
appearance,modify,brain
abnormality,modify,sulci
caliber,modify,cisterns
unchanged,modify,findings
effacement,located_at,atrium
tiny,modify,osteoma
larger,modify,sulci
edema,located_at,lesion
significant,modify,effacement
resolved,modify,air
configuration,modify,remaining ventricles
prominence,suggestive_of,normal pressure hydrocephalus
telephoned,modify,findings
calcification,suggestive_of,meningioma
calcification,modify,bilaterally
calcifications,located_at,falx
encephalomalacia,located_at,insula
benign,modify,osteoma
infarct,located_at,cerebellum
marked,modify,prominence
hypodensity,located_at,thalamus
patent,modify,remaining basal cisterns
marked,modify,ventriculomegaly
opacification,located_at,several ethmoid air cells
growing,modify,hemorrhage
infarct,located_at,putamen
normal,modify,parapharyngeal soft tissues
mild,modify,crowding
resected,modify,lenses
size,modify,remaining ventricles
prominence,located_at,sylvian fissures
moderate,modify,hematoma
encephalomalacia,located_at,right frontal and temporal lobes
intact,modify,pterygoid plates
hypodensity,modify,bilaterally
interval,modify,territorial infarction
encephalomalacia,located_at,cerebellum
confluent,modify,hypodensities
deep,modify,hypodensities
moderate,modify,edema
no change,modify,appearance
chronic,modify,microvascular angiopathy
scalp,located_at,vertex
chronic,modify,inspissated secretions
minimal,modify,blood products
not fully imaged,modify,orbits
decrease,modify,size
mild,modify,hyperostosis frontalis
calcified,modify,cavernous segments
mild,modify,hemorrhage
mild,modify,proptosis
remains effaced,modify,effaced
bilaterally,modify,fluid
subcortical,located_at,white matter hypodensities
no change,modify,configuration
unchanged,modify,asymmetry
unchanged,modify,fourth ventricle
normal,modify,remaining ventricles
unchanged,modify,shift
absent,modify,lenses
tip,modify,catheter
unremarkable,modify,remaining paranasal sinuses
unchanged,modify,lucency
partially calcified meningioma,modify,meningioma
unremarkable,modify,partially imaged orbits
increased,modify,opacification
hemorrhage,located_at,tract
overall appearance,modify,brain
abnormality,modify,cisterns
hemorrhage,modify,bilaterally
chronic,modify,microvascular infarctions
size,modify,collection
extension,modify,hemorrhage
motion,modify,examination
encephalomalacia,located_at,left frontal and temporal lobes
decreased,modify,degree
hemorrhage,located_at,septum pellucidum
clinical concern,modify,ischemia
abnormality,modify,size
abnormality,modify,contour
hypodensity,suggestive_of,contusion
subacute,modify,hematoma
hypodensity,located_at,midbrain
unchanged,modify,position
minimal,modify,edema
smaller,modify,ventricles
subcortical,modify,hypodensities
ventricles,modify,dilated
pneumocephalus,located_at,falx
stable in appearance,modify,sulci
not significantly changed,modify,hypodensity
not significantly changed,modify,size
empty,modify,sella
prominent,modify,sylvian fissures
normal,modify,morphology
normal,modify,subarachnoid spaces
underlying,modify,fracture
similar in configuration,modify,ventricles
stable,modify,enlargement
intact,modify,cribriform plates
unchanged,modify,lipoma
large,modify,territorial infarctions
mild,modify,hyperostosis
infarcts,located_at,pons
evolving,modify,contusion
hematoma,located_at,scalp
prominent,modify,hypodensity
shift,located_at,septum pellucidum
resolution,modify,edema
globally prominent,modify,sulci
normal,modify,sulcal spaces
persistent,modify,hyperdensity
stable,modify,atrophy
laceration,located_at,forehead
minimal,modify,hypodensity
edema,suggestive_of,infarction
minimal,modify,calcification
calcifications,located_at,internal carotid artery
evolving,modify,hypodensity
thickening,located_at,falx
unchanged in appearance,modify,ventricles
hypodensity,located_at,globus pallidus
unchanged,modify,subdural
hyperdensity,suggestive_of,thrombus
acute,modify,territorial ischemic infarction
acute,modify,obvious fracture
persistent,modify,prominence
acute,modify,major vascular territory infarct
terminates,modify,ventriculoperitoneal shunt catheter
hyperdensity,located_at,tentorium
unchanged,modify,measures
appropriate for age,modify,ventricles
sequela,modify,microvascular infarction
increased in size,modify,ventricles
pneumocephalus,modify,bilaterally
catheter,located_at,foramen
persistent,modify,dilation
size,modify,fourth ventricle
more prominent,modify,sulci
stable,modify,white matter hypodensity
increase,modify,size
old,modify,fracture
hemorrhage,located_at,corpus callosum
expected,modify,pneumocephalus
configuration,modify,sulcal spaces
hemorrhage,located_at,intraparenchymal
improved,modify,pneumocephalus
configuration,modify,subarachnoid spaces
shift,located_at,usually midline structures
caliber,modify,sulcal spaces
chronic,modify,microvascular changes
new,modify,major vascular territory infarction
acute,modify,malalignment
hemorrhagic transformation,located_at,infarct
not significantly changed,modify,edema
hypodense,modify,collection
encephalomalacia,located_at,right frontal and parietal lobes
moderate,modify,carotid siphon calcification
debris,suggestive_of,cerumen
pneumocephalus,located_at,vertex
size,modify,subarachnoid spaces
unchanged,modify,extent
stable,modify,blood products
unchanged,modify,defect
worsening,modify,hemorrhage
additional lesions,modify,lesions
large,modify,sulci
terminates,located_at,foramen
measures,modify,lesion
new major vascular territorial infarct,modify,major vascular territorial infarct
enlarged,modify,cisterns
sclerosis,located_at,walls
diffuse,modify,hypodensities
fluid,located_at,sphenoid
small,modify,cavum septum pellucidum
terminates,modify,ventriculoperitoneal shunt
visualized portions,modify,orbits
improved,modify,opacification
not significantly changed,modify,encephalomalacia
clear,modify,maxillary
degree,modify,pneumocephalus
calcifications,located_at,internal carotid
calcifications,located_at,vertebral
dilatation,suggestive_of,entrapment
hyperdensity,suggestive_of,cavernoma
bilaterally,modify,frontoethmoidal recesses
moderate,modify,effacement
hemorrhage,located_at,right
unremarkable,modify,thyroid
moderate,modify,fluid
persistent,modify,compression
normal,modify,csf spaces
unremarkable,modify,globe
acute,modify,dislocation
hemorrhage,modify,measures
lucencies,located_at,subcortical
effacement,located_at,left lateral and third ventricles
sequela,modify,hypodensities
not significantly changed,modify,degree
patent,modify,ostiomeatal units
hyperdensity,suggestive_of,meningioma
appearance,modify,hemorrhage
ventriculoperitoneal shunt,located_at,foramen
ventriculoperitoneal shunt catheter,located_at,septum pellucidum
fluid,suggestive_of,sinusitis
moderate,modify,centrum semiovale
similar in configuration,modify,sulci
hypodensity,suggestive_of,hemorrhage
ventricles,modify,enlarged
tiny,modify,pneumocephalus
nonspecific,modify,white matter hypodensities
unchanged,modify,near complete opacification
edema,suggestive_of,metastasis
dilatation,located_at,fourth ventricle
minimal,modify,hemorrhage
unchanged,modify,sebaceous cyst
shift,located_at,left
mild,modify,herniation
infarct,located_at,insula
mild,modify,swelling
chronic,modify,atrophy
hypoattenuation,suggestive_of,microvascular ischemic changes
layering,modify,pneumocephalus
extensive,modify,subarachnoid
hemorrhage,located_at,midbrain
sequela,suggestive_of,microvascular ischemic disease
globally prominent,modify,ventricles
hypodensity,located_at,insula
resolving,modify,pneumocephalus
hemorrhage,located_at,lesion
deformity,suggestive_of,fracture
bilaterally,modify,thalami
size,modify,lesion
stable,modify,fluid
decreased,modify,blood
secretions,suggestive_of,intubation
worsening,modify,edema
opacification,suggestive_of,sinusitis
lucencies,located_at,periventricular
limited,modify,evaluation
hypodensities,located_at,thalami
prominence,suggestive_of,age related atrophy
partially calcified lesion,suggestive_of,meningioma
hemorrhage,located_at,subarachnoid
clear,modify,orbits
size,modify,orbits
white matter hypodensity,suggestive_of,edema
not significantly changed,modify,sulci
hematoma,located_at,forehead
herniation,located_at,brain
normal in attenuation,modify,white matter
normal in appearance,modify,parapharyngeal soft tissues
unchanged,modify,contusions
territorial infarction,located_at,intracranial
artifactual,modify,hypodensity
ex vacuo dilatation,located_at,fourth ventricle
encephalomalacia,located_at,vertex
decompressed,modify,ventricles
fluid,modify,bilaterally
hyperdensity,suggestive_of,mineralization
moderate,modify,atrophy
patchy,modify,opacification
small,modify,subdural
old,modify,infarction
widened,modify,ventricles
artifact,located_at,coils
intact,modify,lens
contour,modify,cisterns
persistent,modify,hydrocephalus
unchanged from prior,modify,sulci
calcification,located_at,dura
cranioplasty,modify,resection
evidence of fracture,suggestive_of,fracture
acute,modify,herniation
decreased,modify,edema
evacuation,located_at,hematoma
mild,modify,deformity
large,modify,fracture
calcification,located_at,tentorium
terminating,located_at,foramen
disease,located_at,ethmoid
tip,located_at,foramina
mild,modify,ventricular
resolved,modify,blood
hemorrhage,suggestive_of,trauma
collection,located_at,inner table
acute,modify,infarctionhemorrhage
extensive,modify,hematoma
not significantly changed,modify,effacement
small,modify,calcifications
resection,located_at,glioblastoma
proportionally enlarged,modify,ventricles
proportionally enlarged,modify,sulci
bilateral,modify,basal ganglial calcifications
scattered,modify,hypodensities
hyperdensity,located_at,vertex
hypodensity,suggestive_of,ischemia
acute,modify,thrombus
severe,modify,calcifications
pneumocephalus,located_at,operative bed
obvious hemorrhage,modify,hemorrhage
edema,located_at,scalp
mild,modify,enlargement
severe,modify,hydrocephalus
decreased,modify,effacement
compression,located_at,ventricles
severe,modify,hypodensities
pneumocephalus,located_at,ventricles
larger,modify,hematoma
bilaterally,modify,calcification
redistribution,modify,blood products
small,modify,air
unchanged in position,modify,ventriculoperitoneal shunt catheter
limited,modify,hemorrhage
persistent,modify,hemorrhage
bilateral,modify,temporomandibular joint
measures,modify,hemorrhage
stable,modify,appearance
bilaterally,modify,temporomandibular joints
bilaterally,modify,icas
hypodensity,suggestive_of,artifact
centrum semiovale hypodensities,located_at,periventricular
prominence,modify,bilaterally
prominent,modify,sulcal spaces
large,modify,ventricles
lesion,modify,measures
large,modify,meningioma
normal,modify,vessels
change,modify,wet read
hypodensities,located_at,lentiform nuclei
resolved,modify,fluid
secretions,located_at,oropharynx
improvement,modify,pneumocephalus
unchanged,modify,gliosis
hematoma,suggestive_of,laceration
unchanged,modify,crowding
age related,modify,prominent
collection,located_at,vertex
right trans frontal ventriculostomy catheter,located_at,foramen
effacement,located_at,right lateral and third ventricles
poorly pneumatized,modify,mastoids
significant,modify,opacification
chronic,modify,periostitis
blood products,located_at,tentorium
blood,located_at,tentorium
abnormality,located_at,calvarium
effacement,located_at,body
new,modify,hydrocephalus
broad,modify,differential
patent,modify,quadrigeminal plate
small,modify,submucosal retention cyst
edema,suggestive_of,mass
prominence,modify,fissures
other hemorrhage,modify,hemorrhage
edema,located_at,white matter
increased,modify,pneumocephalus
hyperdensity,suggestive_of,artifactual
large,modify,aneurysm
mild,modify,centrum semiovale
calcifications,located_at,tentorium
moderate,modify,thickening
old,modify,lacune
large,modify,major vascular territorial infarction
slight,modify,asymmetry
thinning,modify,outer table
acute,modify,bony
decreased,modify,blood products
acute,modify,territorial vascular infarct
hypodensity,located_at,brainstem
tip,located_at,level of the third ventricle
unchanged,modify,thickening
unchanged,modify,herniation
unchanged,modify,underpneumatized
not effaced,modify,effaced
ventriculomegaly,suggestive_of,hydrocephalus
clear,modify,inner ear cavities
opacification,suggestive_of,inflammation
tiny,modify,lacune
essentially unchanged,modify,ventricles
ventricles,suggestive_of,normal pressure hydrocephalus
expansion,located_at,sella
encephalomalacia,located_at,corona radiata
enhance,modify,major dural venous sinuses
slight,modify,opacification
unchanged,modify,tip
effacement,located_at,gyri
prominent,modify,perivascular spaces
unchanged in position,modify,ventriculoperitoneal shunt
unchanged,modify,calvarium
hematoma,located_at,orbit
encephalomalacia,suggestive_of,trauma
persistent,modify,enlargement
decreased,modify,subdural
hemorrhage,located_at,foramen magnum
hemorrhage,located_at,intraventricular
small,modify,fracture
compressed,modify,fourth ventricle
